SE001.fa	SE001.fa	100
SE001.fa	SE014.fa	97.8077
SE001.fa	SE011.fa	94.6072
SE001.fa	SE006.fa	94.5438
SE001.fa	SE008.fa	94.4505
SE001.fa	SE013.fa	94.1524
SE001.fa	SE009.fa	94.1139
SE001.fa	SE012.fa	91.0796
SE001.fa	SE002.fa	90.8572
SE001.fa	SE005.fa	90.8558
SE001.fa	SE004.fa	90.2988
SE001.fa	SE007.fa	89.5636
SE001.fa	SE003.fa	89.5172
SE001.fa	SE015.fa	89.343
SE001.fa	SE010.fa	89.2709
SE002.fa	SE002.fa	100
SE002.fa	SE012.fa	99.2652
SE002.fa	SE005.fa	94.4832
SE002.fa	SE004.fa	93.6976
SE002.fa	SE007.fa	92.9381
SE002.fa	SE015.fa	92.5361
SE002.fa	SE010.fa	92.4514
SE002.fa	SE011.fa	91.9978
SE002.fa	SE006.fa	91.9433
SE002.fa	SE008.fa	91.8648
SE002.fa	SE013.fa	91.6019
SE002.fa	SE009.fa	91.5679
SE002.fa	SE003.fa	91.1506
SE002.fa	SE001.fa	90.8511
SE002.fa	SE014.fa	90.6895
SE003.fa	SE003.fa	100
SE003.fa	SE012.fa	91.3587
SE003.fa	SE002.fa	91.1478
SE003.fa	SE005.fa	91.1246
SE003.fa	SE004.fa	90.626
SE003.fa	SE011.fa	90.5596
SE003.fa	SE006.fa	90.5407
SE003.fa	SE008.fa	90.4457
SE003.fa	SE013.fa	90.2128
SE003.fa	SE009.fa	90.1939
SE003.fa	SE007.fa	89.8298
SE003.fa	SE015.fa	89.6389
SE003.fa	SE010.fa	89.5462
SE003.fa	SE001.fa	89.5235
SE003.fa	SE014.fa	89.3659
SE004.fa	SE004.fa	100
SE004.fa	SE015.fa	94.5081
SE004.fa	SE010.fa	94.4199
SE004.fa	SE012.fa	93.9447
SE004.fa	SE002.fa	93.6963
SE004.fa	SE005.fa	93.6917
SE004.fa	SE007.fa	92.2507
SE004.fa	SE011.fa	91.4873
SE004.fa	SE006.fa	91.4039
SE004.fa	SE008.fa	91.3431
SE004.fa	SE013.fa	91.0854
SE004.fa	SE009.fa	91.0474
SE004.fa	SE003.fa	90.631
SE004.fa	SE001.fa	90.3039
SE004.fa	SE014.fa	90.152
SE005.fa	SE005.fa	100
SE005.fa	SE012.fa	94.7444
SE005.fa	SE002.fa	94.4828
SE005.fa	SE007.fa	93.7698
SE005.fa	SE004.fa	93.6976
SE005.fa	SE015.fa	92.5494
SE005.fa	SE010.fa	92.4765
SE005.fa	SE011.fa	92.0026
SE005.fa	SE006.fa	91.9804
SE005.fa	SE008.fa	91.8703
SE005.fa	SE013.fa	91.6506
SE005.fa	SE009.fa	91.6242
SE005.fa	SE003.fa	91.1224
SE005.fa	SE001.fa	90.8589
SE005.fa	SE014.fa	90.71
SE006.fa	SE006.fa	100
SE006.fa	SE013.fa	96.9793
SE006.fa	SE009.fa	96.9312
SE006.fa	SE011.fa	96.4217
SE006.fa	SE008.fa	96.2572
SE006.fa	SE001.fa	94.5332
SE006.fa	SE014.fa	94.3463
SE006.fa	SE012.fa	92.1867
SE006.fa	SE005.fa	91.9764
SE006.fa	SE002.fa	91.9507
SE006.fa	SE004.fa	91.4131
SE006.fa	SE007.fa	90.5951
SE006.fa	SE003.fa	90.5381
SE006.fa	SE015.fa	90.3936
SE006.fa	SE010.fa	90.3239
SE007.fa	SE007.fa	100
SE007.fa	SE005.fa	93.7691
SE007.fa	SE012.fa	93.1833
SE007.fa	SE002.fa	92.938
SE007.fa	SE004.fa	92.2374
SE007.fa	SE015.fa	91.176
SE007.fa	SE010.fa	91.107
SE007.fa	SE011.fa	90.6364
SE007.fa	SE006.fa	90.6062
SE007.fa	SE008.fa	90.5136
SE007.fa	SE013.fa	90.264
SE007.fa	SE009.fa	90.2381
SE007.fa	SE003.fa	89.8367
SE007.fa	SE001.fa	89.5615
SE007.fa	SE014.fa	89.4132
SE008.fa	SE008.fa	100
SE008.fa	SE011.fa	97.9099
SE008.fa	SE006.fa	96.261
SE008.fa	SE013.fa	95.836
SE008.fa	SE009.fa	95.7961
SE008.fa	SE001.fa	94.4474
SE008.fa	SE014.fa	94.2532
SE008.fa	SE012.fa	92.1003
SE008.fa	SE005.fa	91.8853
SE008.fa	SE002.fa	91.8814
SE008.fa	SE004.fa	91.3465
SE008.fa	SE007.fa	90.5192
SE008.fa	SE003.fa	90.449
SE008.fa	SE015.fa	90.3052
SE008.fa	SE010.fa	90.221
SE009.fa	SE009.fa	100
SE009.fa	SE013.fa	99.8357
SE009.fa	SE006.fa	96.9316
SE009.fa	SE011.fa	95.958
SE009.fa	SE008.fa	95.7934
SE009.fa	SE001.fa	94.1145
SE009.fa	SE014.fa	93.9309
SE009.fa	SE012.fa	91.7998
SE009.fa	SE005.fa	91.6202
SE009.fa	SE002.fa	91.5723
SE009.fa	SE004.fa	91.0537
SE009.fa	SE007.fa	90.2483
SE009.fa	SE003.fa	90.201
SE009.fa	SE015.fa	90.0391
SE009.fa	SE010.fa	89.9578
SE010.fa	SE010.fa	100
SE010.fa	SE015.fa	99.3559
SE010.fa	SE004.fa	94.4259
SE010.fa	SE012.fa	92.705
SE010.fa	SE005.fa	92.4784
SE010.fa	SE002.fa	92.4683
SE010.fa	SE007.fa	91.1031
SE010.fa	SE011.fa	90.37
SE010.fa	SE006.fa	90.3136
SE010.fa	SE008.fa	90.2098
SE010.fa	SE013.fa	89.9917
SE010.fa	SE009.fa	89.9607
SE010.fa	SE003.fa	89.5581
SE010.fa	SE001.fa	89.2678
SE010.fa	SE014.fa	89.1156
SE011.fa	SE011.fa	100
SE011.fa	SE008.fa	97.9091
SE011.fa	SE006.fa	96.4241
SE011.fa	SE013.fa	95.9969
SE011.fa	SE009.fa	95.9573
SE011.fa	SE001.fa	94.6016
SE011.fa	SE014.fa	94.4055
SE011.fa	SE012.fa	92.2437
SE011.fa	SE002.fa	92.0102
SE011.fa	SE005.fa	92.0004
SE011.fa	SE004.fa	91.4807
SE011.fa	SE007.fa	90.6312
SE011.fa	SE003.fa	90.5606
SE011.fa	SE015.fa	90.4402
SE011.fa	SE010.fa	90.3644
SE012.fa	SE012.fa	100
SE012.fa	SE002.fa	99.2669
SE012.fa	SE005.fa	94.7451
SE012.fa	SE004.fa	93.9453
SE012.fa	SE007.fa	93.1801
SE012.fa	SE015.fa	92.7809
SE012.fa	SE010.fa	92.6973
SE012.fa	SE011.fa	92.2302
SE012.fa	SE006.fa	92.1752
SE012.fa	SE008.fa	92.0921
SE012.fa	SE013.fa	91.8334
SE012.fa	SE009.fa	91.7966
SE012.fa	SE003.fa	91.366
SE012.fa	SE001.fa	91.0675
SE012.fa	SE014.fa	90.9152
SE013.fa	SE013.fa	100
SE013.fa	SE009.fa	99.8356
SE013.fa	SE006.fa	96.9772
SE013.fa	SE011.fa	95.9973
SE013.fa	SE008.fa	95.8353
SE013.fa	SE001.fa	94.1532
SE013.fa	SE014.fa	93.9717
SE013.fa	SE012.fa	91.8354
SE013.fa	SE005.fa	91.6511
SE013.fa	SE002.fa	91.6034
SE013.fa	SE004.fa	91.0879
SE013.fa	SE007.fa	90.269
SE013.fa	SE003.fa	90.2234
SE013.fa	SE015.fa	90.081
SE013.fa	SE010.fa	89.9943
SE014.fa	SE014.fa	100
SE014.fa	SE001.fa	97.8058
SE014.fa	SE011.fa	94.4055
SE014.fa	SE006.fa	94.3489
SE014.fa	SE008.fa	94.2558
SE014.fa	SE013.fa	93.9699
SE014.fa	SE009.fa	93.9291
SE014.fa	SE012.fa	90.9241
SE014.fa	SE005.fa	90.6999
SE014.fa	SE002.fa	90.6973
SE014.fa	SE004.fa	90.1435
SE014.fa	SE007.fa	89.4239
SE014.fa	SE003.fa	89.384
SE014.fa	SE015.fa	89.1793
SE014.fa	SE010.fa	89.1225
SE015.fa	SE015.fa	100
SE015.fa	SE010.fa	99.3561
SE015.fa	SE004.fa	94.5085
SE015.fa	SE012.fa	92.7882
SE015.fa	SE002.fa	92.5473
SE015.fa	SE005.fa	92.5388
SE015.fa	SE007.fa	91.1779
SE015.fa	SE011.fa	90.4353
SE015.fa	SE006.fa	90.386
SE015.fa	SE008.fa	90.2847
SE015.fa	SE013.fa	90.0802
SE015.fa	SE009.fa	90.0478
SE015.fa	SE003.fa	89.6236
SE015.fa	SE001.fa	89.3437
SE015.fa	SE014.fa	89.1907
