SE001.fa	SE001.fa	100
SE001.fa	SE014.fa	94.4456
SE001.fa	SE011.fa	87.4434
SE001.fa	SE006.fa	87.2891
SE001.fa	SE008.fa	87.1101
SE001.fa	SE013.fa	86.4738
SE001.fa	SE009.fa	86.3971
SE001.fa	SE012.fa	81.012
SE001.fa	SE005.fa	80.629
SE001.fa	SE002.fa	80.6279
SE001.fa	SE004.fa	79.9993
SE001.fa	SE007.fa	78.9337
SE001.fa	SE003.fa	78.8402
SE001.fa	SE015.fa	78.7404
SE001.fa	SE010.fa	78.7272
SE002.fa	SE002.fa	100
SE002.fa	SE012.fa	98.0424
SE002.fa	SE005.fa	87.1335
SE002.fa	SE004.fa	85.6756
SE002.fa	SE007.fa	84.1108
SE002.fa	SE015.fa	83.3936
SE002.fa	SE010.fa	83.2473
SE002.fa	SE011.fa	82.4226
SE002.fa	SE006.fa	82.2507
SE002.fa	SE008.fa	82.1497
SE002.fa	SE013.fa	81.6719
SE002.fa	SE009.fa	81.646
SE002.fa	SE003.fa	80.8995
SE002.fa	SE001.fa	80.588
SE002.fa	SE014.fa	80.4508
SE003.fa	SE003.fa	100
SE003.fa	SE012.fa	81.2858
SE003.fa	SE005.fa	80.9669
SE003.fa	SE002.fa	80.9379
SE003.fa	SE004.fa	80.23
SE003.fa	SE011.fa	80.0751
SE003.fa	SE006.fa	80.07
SE003.fa	SE008.fa	79.9477
SE003.fa	SE013.fa	79.6908
SE003.fa	SE009.fa	79.6685
SE003.fa	SE007.fa	79.367
SE003.fa	SE015.fa	78.923
SE003.fa	SE010.fa	78.9088
SE003.fa	SE001.fa	78.8239
SE003.fa	SE014.fa	78.7722
SE004.fa	SE004.fa	100
SE004.fa	SE015.fa	87.2652
SE004.fa	SE010.fa	87.0793
SE004.fa	SE012.fa	86.1511
SE004.fa	SE002.fa	85.6254
SE004.fa	SE005.fa	85.5979
SE004.fa	SE007.fa	82.8611
SE004.fa	SE011.fa	81.4551
SE004.fa	SE006.fa	81.3486
SE004.fa	SE008.fa	81.2419
SE004.fa	SE013.fa	80.7658
SE004.fa	SE009.fa	80.6861
SE004.fa	SE003.fa	80.166
SE004.fa	SE001.fa	79.9686
SE004.fa	SE014.fa	79.743
SE005.fa	SE005.fa	100
SE005.fa	SE012.fa	87.704
SE005.fa	SE002.fa	87.1215
SE005.fa	SE007.fa	85.7853
SE005.fa	SE004.fa	85.5939
SE005.fa	SE015.fa	83.3645
SE005.fa	SE010.fa	83.2151
SE005.fa	SE011.fa	82.429
SE005.fa	SE006.fa	82.2507
SE005.fa	SE008.fa	82.18
SE005.fa	SE013.fa	81.6897
SE005.fa	SE009.fa	81.6329
SE005.fa	SE003.fa	80.9136
SE005.fa	SE001.fa	80.6108
SE005.fa	SE014.fa	80.3927
SE006.fa	SE006.fa	100
SE006.fa	SE013.fa	92.5132
SE006.fa	SE009.fa	92.4075
SE006.fa	SE011.fa	91.2788
SE006.fa	SE008.fa	90.8693
SE006.fa	SE001.fa	87.2606
SE006.fa	SE014.fa	86.8705
SE006.fa	SE012.fa	82.7142
SE006.fa	SE002.fa	82.3067
SE006.fa	SE005.fa	82.2641
SE006.fa	SE004.fa	81.4461
SE006.fa	SE007.fa	80.2666
SE006.fa	SE003.fa	80.0273
SE006.fa	SE015.fa	79.8073
SE006.fa	SE010.fa	79.7256
SE007.fa	SE007.fa	100
SE007.fa	SE005.fa	85.7918
SE007.fa	SE012.fa	84.635
SE007.fa	SE002.fa	84.0982
SE007.fa	SE004.fa	82.8601
SE007.fa	SE015.fa	80.9705
SE007.fa	SE010.fa	80.8836
SE007.fa	SE011.fa	80.2279
SE007.fa	SE006.fa	80.1727
SE007.fa	SE008.fa	80.045
SE007.fa	SE013.fa	79.8018
SE007.fa	SE009.fa	79.734
SE007.fa	SE003.fa	79.34
SE007.fa	SE001.fa	78.9009
SE007.fa	SE014.fa	78.8609
SE008.fa	SE008.fa	100
SE008.fa	SE011.fa	94.6966
SE008.fa	SE006.fa	90.875
SE008.fa	SE013.fa	89.9235
SE008.fa	SE009.fa	89.8362
SE008.fa	SE001.fa	87.107
