#query	fasta/SE001.fa	fasta/SE002.fa	fasta/SE003.fa	fasta/SE004.fa	fasta/SE005.fa	fasta/SE006.fa	fasta/SE007.fa	fasta/SE008.fa	fasta/SE009.fa	fasta/SE010.fa	fasta/SE011.fa	fasta/SE012.fa	fasta/SE013.fa	fasta/SE014.fa	fasta/SE015.fa
fasta/SE001.fa	0	0.0524939	0.0621569	0.0559095	0.0528952	0.0294612	0.0611217	0.0305392	0.031794	0.0627391	0.0288451	0.0508395	0.0317222	0.01104	0.0624468
fasta/SE002.fa	0.0524939	0	0.0516858	0.035226	0.0299565	0.0466173	0.0399695	0.0477919	0.0488664	0.0425249	0.0462846	0.00340187	0.0486878	0.0535472	0.0421738
fasta/SE003.fa	0.0621569	0.0516858	0	0.0533421	0.0516858	0.0548468	0.0610198	0.056983	0.0578334	0.0612751	0.0551902	0.0499584	0.0577173	0.0629531	0.0610453
fasta/SE004.fa	0.0559095	0.035226	0.0533421	0	0.0343261	0.0491361	0.0437245	0.0508205	0.0519203	0.030256	0.0482456	0.0334207	0.0517443	0.0565766	0.0298318
fasta/SE005.fa	0.0528952	0.0299565	0.0516858	0.0343261	0	0.0462185	0.0339141	0.047276	0.0488485	0.0418985	0.0452263	0.0283332	0.0487235	0.0535061	0.0414831
fasta/SE006.fa	0.0294612	0.0466173	0.0548468	0.0491361	0.0462185	0	0.054149	0.0203924	0.0160973	0.0564198	0.0188302	0.0448442	0.0159101	0.0303241	0.0560198
fasta/SE007.fa	0.0611217	0.0399695	0.0610198	0.0437245	0.0339141	0.054149	0	0.0553416	0.0567115	0.0507826	0.0531789	0.0381544	0.0565766	0.061558	0.0504805
fasta/SE008.fa	0.0305392	0.0477919	0.056983	0.0508205	0.047276	0.0203924	0.0553416	0	0.0232045	0.0575323	0.0106716	0.0462185	0.0230782	0.0311545	0.0573482
fasta/SE009.fa	0.031794	0.0488664	0.0578334	0.0519203	0.0488485	0.0160973	0.0567115	0.0232045	0	0.0590885	0.0215556	0.047276	0.000820701	0.0329677	0.0586096
fasta/SE010.fa	0.0627391	0.0425249	0.0612751	0.030256	0.0418985	0.0564198	0.0507826	0.0575323	0.0590885	0	0.0554283	0.0406823	0.0589442	0.0635483	0.00305472
fasta/SE011.fa	0.0288451	0.0462846	0.0551902	0.0482456	0.0452263	0.0188302	0.0531789	0.0106716	0.0215556	0.0554283	0	0.0447968	0.0213682	0.0295368	0.0551471
fasta/SE012.fa	0.0508395	0.00340187	0.0499584	0.0334207	0.0283332	0.0448442	0.0381544	0.0462185	0.047276	0.0406823	0.0447968	0	0.047038	0.051842	0.0403787
fasta/SE013.fa	0.0317222	0.0486878	0.0577173	0.0517443	0.0487235	0.0159101	0.0565766	0.0230782	0.000820701	0.0589442	0.0213682	0.047038	0	0.0329143	0.058349
fasta/SE014.fa	0.01104	0.0535472	0.0629531	0.0565766	0.0535061	0.0303241	0.061558	0.0311545	0.0329677	0.0635483	0.0295368	0.051842	0.0329143	0	0.0633579
fasta/SE015.fa	0.0624468	0.0421738	0.0610453	0.0298318	0.0414831	0.0560198	0.0504805	0.0573482	0.0586096	0.00305472	0.0551471	0.0403787	0.058349	0.0633579	0
